,Comunidades Autónomas y Provincias,Viajeros y pernoctaciones,Residencia,Periodo,Value
1202,"Rioja, La",Pernoctaciones,Residentes en España,2021M03,15229.0
1203,"Rioja, La",Pernoctaciones,Residentes en el Extranjero,2021M05,3353.0
1204,"Rioja, La",Pernoctaciones,Residentes en el Extranjero,2021M04,1976.0
1205,"Rioja, La",Pernoctaciones,Residentes en el Extranjero,2021M03,2175.0
1206,"Rioja, La",Viajero,Total ,2021M05,19413.0
1207,"Rioja, La",Viajero,Total ,2021M04,9608.0
1208,"Rioja, La",Viajero,Total ,2021M03,9907.0
1209,"Rioja, La",Viajero,Residentes en España,2021M05,17531.0
1210,"Rioja, La",Viajero,Residentes en España,2021M04,8558.0
1211,"Rioja, La",Viajero,Residentes en España,2021M03,8978.0
1212,"Rioja, La",Viajero,Residentes en el Extranjero,2021M05,1881.0
1213,"Rioja, La",Viajero,Residentes en el Extranjero,2021M04,1050.0
1214,"Rioja, La",Viajero,Residentes en el Extranjero,2021M03,929.0
1215,"Rioja, La",Pernoctaciones,Total ,2021M05,32080.0
1216,"Rioja, La",Pernoctaciones,Total ,2021M04,16797.0
1217,"Rioja, La",Pernoctaciones,Total ,2021M03,17404.0
1218,"Rioja, La",Pernoctaciones,Residentes en España,2021M05,28727.0
1219,"Rioja, La",Pernoctaciones,Residentes en España,2021M04,14821.0
1220,"Rioja, La",Pernoctaciones,Residentes en España,2021M03,15229.0
1221,"Rioja, La",Pernoctaciones,Residentes en el Extranjero,2021M05,3353.0
1222,"Rioja, La",Pernoctaciones,Residentes en el Extranjero,2021M04,1976.0
1223,"Rioja, La",Pernoctaciones,Residentes en el Extranjero,2021M03,2175.0
1224,Ceuta,Viajero,Total ,2021M05,3195.0
1225,Ceuta,Viajero,Total ,2021M04,2209.0
1226,Ceuta,Viajero,Total ,2021M03,2467.0
1227,Ceuta,Viajero,Residentes en España,2021M05,3035.0
1228,Ceuta,Viajero,Residentes en España,2021M04,2109.0
1229,Ceuta,Viajero,Residentes en España,2021M03,2322.0
1230,Ceuta,Viajero,Residentes en el Extranjero,2021M05,160.0
1231,Ceuta,Viajero,Residentes en el Extranjero,2021M04,100.0
1232,Ceuta,Viajero,Residentes en el Extranjero,2021M03,144.0
1233,Ceuta,Pernoctaciones,Total ,2021M05,7506.0
1234,Ceuta,Pernoctaciones,Total ,2021M04,4847.0
1235,Ceuta,Pernoctaciones,Total ,2021M03,5457.0
1236,Ceuta,Pernoctaciones,Residentes en España,2021M05,7028.0
1237,Ceuta,Pernoctaciones,Residentes en España,2021M04,4613.0
1238,Ceuta,Pernoctaciones,Residentes en España,2021M03,5260.0
1239,Ceuta,Pernoctaciones,Residentes en el Extranjero,2021M05,478.0
1240,Ceuta,Pernoctaciones,Residentes en el Extranjero,2021M04,234.0
1241,Ceuta,Pernoctaciones,Residentes en el Extranjero,2021M03,197.0
1242,Melilla,Viajero,Total ,2021M05,2483.0
1243,Melilla,Viajero,Total ,2021M04,2167.0
1244,Melilla,Viajero,Total ,2021M03,2094.0
1245,Melilla,Viajero,Residentes en España,2021M05,2151.0
1246,Melilla,Viajero,Residentes en España,2021M04,1762.0
1247,Melilla,Viajero,Residentes en España,2021M03,1907.0
1248,Melilla,Viajero,Residentes en el Extranjero,2021M05,332.0
1249,Melilla,Viajero,Residentes en el Extranjero,2021M04,405.0
1250,Melilla,Viajero,Residentes en el Extranjero,2021M03,187.0
1251,Melilla,Pernoctaciones,Total ,2021M05,6407.0
1252,Melilla,Pernoctaciones,Total ,2021M04,5165.0
1253,Melilla,Pernoctaciones,Total ,2021M03,5607.0
1254,Melilla,Pernoctaciones,Residentes en España,2021M05,5739.0
1255,Melilla,Pernoctaciones,Residentes en España,2021M04,4172.0
1256,Melilla,Pernoctaciones,Residentes en España,2021M03,4826.0
1257,Melilla,Pernoctaciones,Residentes en el Extranjero,2021M05,667.0
1258,Melilla,Pernoctaciones,Residentes en el Extranjero,2021M04,993.0
1259,Melilla,Pernoctaciones,Residentes en el Extranjero,2021M03,780.0
